/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/461.jpg,275,169,437,289,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/461.jpg,275,376,435,598,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/461.jpg,334,384,523,599,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/596.jpg,171,217,290,358,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/596.jpg,409,263,640,424,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,309,191,484,309,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,72,277,136,429,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,79,299,147,465,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,77,308,142,478,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,85,316,150,491,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,45,284,99,450,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,42,308,101,478,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,389,376,605,592,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,0,307,4,467,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/351.jpg,0,274,21,427,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/060.jpg,43,224,179,455,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/060.jpg,437,187,760,331,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/060.jpg,354,14,581,102,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/060.jpg,381,0,636,71,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/150.jpg,477,112,772,220,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/430.jpg,205,119,337,202,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/430.jpg,512,364,799,584,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/430.jpg,576,341,898,550,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/104.jpg,444,81,764,195,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/104.jpg,502,266,889,486,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/104.jpg,539,337,891,598,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/425.jpg,242,206,531,449,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/425.jpg,453,167,898,389,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/425.jpg,380,0,746,165,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/425.jpg,292,0,541,195,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/119.jpg,304,230,477,372,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/119.jpg,298,259,467,411,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/119.jpg,550,276,874,452,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/119.jpg,500,187,792,301,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/462.jpg,0,245,126,479,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/462.jpg,258,337,515,599,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/462.jpg,446,114,787,253,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/462.jpg,293,0,452,9,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/462.jpg,313,0,536,56,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/424.jpg,525,244,873,408,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/121.jpg,256,8,423,75,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/121.jpg,288,44,459,122,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/121.jpg,298,17,484,81,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/121.jpg,456,230,731,378,pedestrian
/home/aryan/Desktop/Datasets/semantic_drone_dataset/training_set/images/121.jpg,451,253,737,411,pedestrian
